1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.325593299393339635e+02,3.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
